gene_id	gene_name
gene48960	SGK2
gene48961	IFT52
gene48963	MYBL2
gene48964	GTSF1L
gene48966	LOC107985441
gene48965	LOC101927200
gene48968	LOC105372625
gene48969	LINC01728
gene48970	TOX2
gene48972	JPH2
gene48973	OSER1
gene48974	OSER1-AS1
gene48975	GDAP1L1
gene48976	FITM2
gene48977	R3HDML
gene48978	LOC105372629
gene48980	HNF4A-AS1
MIR3646	MIR3646
gene48981	MIR3646
gene48979	HNF4A
gene48982	LINC01430
gene48983	LINC01620
gene48984	RPL37AP1
gene48985	TTPAL
gene48986	SERINC3
gene48987	PKIG
gene48988	ADA
gene48989	LINC01260
gene48991	WISP2
gene48990	KCNK15-AS1
gene48992	KCNK15
gene48993	RIMS4
gene48994	PGBD4P2
gene48995	YWHAB
gene48996	PABPC1L
gene48997	TOMM34
gene48998	STK4-AS1
gene48999	STK4
gene49000	KCNS1
gene49001	WFDC5
gene49002	WFDC12
gene49003	LOC101929863
gene49004	PI3
gene49005	LOC101929866
gene49006	SEMG1
gene49007	SEMG2
gene49009	SLPI
gene49008	LOC105372630
gene49010	MATN4
gene49011	RBPJL
gene49013	SDC4
gene49014	SYS1
gene49016	TP53TG5
gene49018	LOC107985404
gene49019	DBNDD2
gene49015	SYS1-DBNDD2
gene49020	LOC107985405
gene49022	MIR6812
MIR6812	MIR6812
gene49021	PIGT
gene49023	LOC105372631
gene49024	WFDC2
gene49027	SPINT3
gene49025	LOC107987282
gene49028	WFDC6
gene49029	EPPIN-WFDC6
gene49031	EPPIN
gene49034	CCNB1IP1P2
gene49032	WFDC8
gene49036	WFDC10A
gene49035	WFDC9
gene49037	RPS2P7
gene49038	WFDC11
gene49041	MIR3617
MIR3617	MIR3617
gene49040	WFDC13
gene49039	WFDC10B
gene49043	SPINT4
gene49044	HNRNPA1P3
gene49046	RNU6ATAC38P
gene49042	WFDC3
gene49047	DNTTIP1
gene49048	UBE2C
gene49049	TNNC2
gene49050	SNX21
gene49051	ACOT8
gene49052	ZSWIM3
gene49053	ZSWIM1
gene49054	SPATA25
gene49055	NEURL2
gene49056	CTSA
gene49057	PLTP
gene49058	LOC107985388
gene49059	PCIF1
gene49060	ZNF335
gene49061	FTLP1
gene49062	MMP9
gene49063	SLC12A5-AS1
gene49065	LOC105372632
gene49064	SLC12A5
gene49066	NCOA5
gene49068	CD40
gene49069	CDH22
gene49070	SLC35C2
gene49071	ELMO2
gene49072	LOC105372633
gene49073	ZNF663P
gene49075	MKRN7P
gene49074	ZNF334
gene49077	OCSTAMP
gene49078	SLC13A3
gene49079	TP53RK
gene49080	SLC2A10
gene49084	LOC101927355
gene49086	RPS2P54
gene49087	MIR3616
MIR3616	MIR3616
gene49083	EYA2
gene49089	LOC100131496
gene49090	LOC101927377
gene49088	ZMYND8
gene49091	LINC01754
gene49095	NCOA3
gene49097	SULF2
gene49098	LOC107985401
gene49100	LOC105372636
gene49101	SRMP1
gene49103	LOC105376980
gene49105	LOC105372637
gene49106	LOC112268266
gene49108	LINC01523
gene49107	LINC01522
gene49109	LOC107985436
gene49110	LOC107985437
gene49111	LOC105372639
gene49112	LOC105372640
gene49113	LOC105372641
gene49114	LINC00494
gene49115	LOC105372643
gene49116	LOC105372645
gene49117	LOC107985439
gene49119	LOC105372647
gene49120	LOC105372646
gene49121	PREX1
gene49122	LOC105372648
gene49123	ARFGEF2
gene49125	CSE1L-AS1
gene49126	CSE1L
gene49128	ARPC3P1
gene49127	STAU1
gene49129	DDX27
gene49130	ZNFX1
gene49132	SNORD12C
gene49133	SNORD12B
gene49134	SNORD12
gene49131	ZFAS1
gene49135	LOC105372649
gene49136	KCNB1
gene49137	PTGIS
gene49138	LOC101927486
gene49139	LOC105372651
gene49140	B4GALT5
gene49143	LOC105372652
gene49147	LOC100421569
gene49145	SLC9A8
gene49148	SPATA2
gene49149	LOC105372653
gene49150	RNF114
gene49151	KRT18P4
gene49153	SNAI1
gene49154	LOC105372654
gene49155	TRERNA1
gene49156	LOC105372655
gene49158	UBE2V1
gene49157	TMEM189-UBE2V1
gene49159	TMEM189
gene49160	LOC101927512
gene49161	LINC01273
gene49162	CEBPB-AS1
gene49163	CEBPB
gene49164	LOC107985386
gene49165	LOC105372656
gene49166	SMIM25
gene49167	LINC01270
gene49168	LINC01271
gene49169	LOC105372657
gene49171	COX6CP2
gene49173	RN7SL672P
gene49172	PTPN1
MIR645	MIR645
gene49174	MIR645
MIR1302-5	MIR1302-5
gene49176	MIR1302-5
gene49177	RPL36P2
gene49178	LOC100506175
gene49179	LOC105372659
gene49175	RIPOR3
gene49180	PARD6B
gene49182	TMSB4XP6
gene49181	BCAS4
gene49183	ADNP
gene49185	ADNP-AS1
gene49186	DPM1
gene49187	MOCS3
gene49188	KCNG1
gene49189	LOC105372662
gene49191	RPSAP1
gene49190	LOC105372661
gene49192	LOC105372663
gene49194	MIR3194
MIR3194	MIR3194
gene49193	NFATC2
gene49195	ATP9A
gene49197	SALL4
gene49198	LINC01429
gene49200	RNU7-6P
gene49201	LOC105372664
gene49203	ERP29P1
gene49202	ZFP64
gene49205	LOC107985427
gene49206	LOC105372667
gene49209	LOC105372665
gene49210	LINC01524
gene49211	LOC105376985
gene49204	LOC105372666
gene49212	LOC105372668
gene49215	RN7SKP184
gene49216	PPIAP10
gene49217	LOC105372669
gene49214	TSHZ2
gene49218	LOC105372671
gene49219	LOC101927770
gene49220	ZNF217
gene49221	LOC105372672
gene49223	SUMO1P1
gene49225	MIR4756
MIR4756	MIR4756
gene49224	BCAS1
gene49226	CYP24A1
gene49227	LOC105372675
gene49228	PFDN4
gene49229	LOC107985385
gene49230	DOK5
gene49232	RPL12P4
gene49234	LINC01440
gene49233	LINC01441
gene49235	LOC105372676
gene49236	LOC107984001
gene49237	LOC105372677
gene49238	LOC105372678
gene49239	CBLN4
gene49240	LOC105372679
gene49241	LOC105376989
gene49242	LOC105372680
gene49244	MC3R
gene49245	FAM210B
gene49246	AURKA
gene49247	CSTF1
gene49249	RPL39P
gene49248	CASS4
gene49252	LOC105372681
gene49250	RTF2
gene49251	GCNT7
gene49253	FAM209A
gene49254	FAM209B
gene49255	LINC01716
gene49257	TFAP2C
gene49261	RNU6-929P
gene49262	LOC105372683
gene49263	LOC105372685
gene49264	LOC105372686
gene49266	BMP7-AS1
gene49265	BMP7
gene49267	LOC112268270
MIR4325	MIR4325
gene49269	MIR4325
gene49270	RPL39P39
gene49268	LOC105372687
gene49271	SPO11
gene49275	MTRNR2L3
gene49272	RAE1
gene49276	LOC100291105
gene49277	RBM38
gene49278	LOC105372688
gene49279	HMGB1P1
gene49280	CTCFL
gene49281	PCK1
gene49282	LOC105372690
gene49283	ZBP1
gene49284	PMEPA1
gene49285	NKILA
gene49286	LOC105372692
MIR4532	MIR4532
gene49287	MIR4532
gene49288	LOC105372693
gene49289	LINC01742
gene49291	LOC107987284
gene49292	LOC107985434
gene49293	C20orf85
gene49294	LOC105372694
gene49295	ANKRD60
gene49296	PPP4R1L
gene49297	RAB22A
gene49298	VAPB
gene49299	APCDD1L
gene49300	APCDD1L-AS1
gene49301	LINC01711
gene49302	LOC107985410
gene49304	STX16
gene49303	STX16-NPEPL1
gene49305	NPEPL1
gene49307	LOC105372695
gene49308	MIR296
MIR296	MIR296
MIR298	MIR298
gene49309	MIR298
gene49310	GNAS-AS1
gene49312	LOC101927932
gene49311	GNAS
gene49314	LOC112268264
gene49313	LOC107985382
gene49315	NELFCD
gene49316	CTSZ
gene49317	TUBB1
gene49319	ATP5F1E
gene49320	PRELID3B
gene49318	SLMO2-ATP5E
gene49322	ZNF831
gene49323	LOC107985389
gene49324	EDN3
gene49326	LOC105372696
gene49328	LOC107985430
gene49329	LOC100506384
gene49327	PHACTR3
gene49331	SYCP2
gene49333	PPP1R3D
gene49332	FAM217B
gene49334	CDH26
gene49335	C20orf197
gene49336	LOC107985429
gene49337	LOC729296
gene49339	LOC105372698
MIR646	MIR646
gene49340	MIR646
gene49338	MIR646HG
gene49341	LOC105372697
gene49343	LOC101928048
MIR4533	MIR4533
gene49344	MIR4533
MIR548AG2	MIR548AG2
gene49345	MIR548AG2
gene49346	LOC105372699
gene49347	LOC105372700
gene49348	LINC01718
gene49349	LOC105372701
gene49351	LOC105372703
gene49352	LOC100128310
gene49350	CDH4
MIR1257.chr20	MIR1257
gene49353	MIR1257
gene49355	LOC105372704
gene49356	RPL17P48
MIR3195	MIR3195
gene49357	MIR3195
gene49354	TAF4
gene49358	LOC105372705
gene49359	LOC105372706
gene49360	LSM14B
gene49361	PSMA7
gene49362	SS18L1
gene49363	MTG2
gene49364	HRH3
gene49365	LOC105369209
gene49366	OSBPL2
gene49368	LOC105372707
gene49367	ADRM1
gene49370	MIR4758
MIR4758	MIR4758
gene49371	LAMA5-AS1
gene49369	LAMA5
gene49372	LOC105372708
gene49373	RPS21
gene49375	LOC105372709
gene49374	CABLES2
gene49376	RBBP8NL
gene49377	LOC105372710
gene49378	GATA5
gene49379	LOC105372711
gene49380	LOC105376995
gene49381	MIR1-1HG-AS1
gene49383	MIR1-1
MIR1-1	MIR1-1
gene49384	MIR133A2
MIR133A2	MIR133A2
gene49382	MIR1-1HG
gene49386	WI2-87327B8.2
gene49388	LOC101928465
gene49389	SLCO4A1-AS1
gene49387	SLCO4A1
gene49391	LOC107987285
gene49390	NTSR1
gene49393	LINC00659
gene49392	LOC107985428
gene49394	LOC105372716
gene49395	MRGBP
gene49396	OGFR-AS1
gene49397	OGFR
gene49398	COL9A3
gene49400	DPH3P1
gene49399	TCFL5
gene49402	ARF4P2
gene49401	LOC105372717
gene49404	SNORA117
gene49403	DIDO1
gene49405	GID8
gene49406	SLC17A9
gene49407	BHLHE23
gene49409	LOC105372718
gene49410	LINC00029
gene49411	LINC01056
gene49408	LINC01749
gene49412	HAR1B
gene49413	HAR1A
gene49414	LOC105372719
gene49415	LOC105376996
gene49416	MIR124-3
MIR124-3	MIR124-3
gene49417	YTHDF1
MIR3196	MIR3196
gene49419	MIR3196
gene49418	BIRC7
gene49420	NKAIN4
gene49421	FLJ16779
MIR4326	MIR4326
gene49423	MIR4326
gene49422	ARFGAP1
gene49424	COL20A1
gene49425	RNU6-994P
gene49427	LOC100130587
gene49426	CHRNA4
gene49429	LOC105372724
gene49430	LOC105372721
gene49431	LOC105372720
gene49428	KCNQ2
gene49432	EEF1A2
gene49433	LOC105372725
gene49434	LOC102723814
gene49435	PPDPF
gene49436	PTK6
gene49437	SRMS
gene49438	FNDC11
gene49439	HELZ2
gene49440	GMEB2
gene49441	MHENCR
gene49442	STMN3
gene49443	LOC105372726
gene49445	RTEL1
gene49444	RTEL1-TNFRSF6B
gene49446	TNFRSF6B
gene49447	ARFRP1
gene49448	ZGPAT
gene49449	LIME1
gene49450	SLC2A4RG
gene49452	ZBTB46-AS1
gene49451	ZBTB46
gene49453	C20orf181
gene49454	ABHD16B
gene49455	LOC112268269
gene49456	TPD52L2
MIR941-1	MIR941-1
gene49459	MIR941-1
MIR941-2	MIR941-2
gene49460	MIR941-2
MIR941-3	MIR941-3
gene49461	MIR941-3
MIR941-4	MIR941-4
gene49462	MIR941-4
MIR941-5	MIR941-5
gene49463	MIR941-5
gene49457	DNAJC5
gene49465	MIR1914
MIR1914	MIR1914
MIR647	MIR647
gene49466	MIR647
gene49464	UCKL1
gene49467	UCKL1-AS1
gene49468	ZNF512B
gene49469	SAMD10
gene49470	PRPF6
gene49471	C20orf204
gene49473	SOX18
gene49472	TCEA2
gene49475	MIR6813
MIR6813	MIR6813
gene49474	RGS19
gene49477	LKAAEAR1
gene49476	OPRL1
gene49478	NPBWR2
gene49479	LOC105372727
gene49480	MYT1
gene49481	PCMTD2
gene49483	CICP4
gene49484	SEPT14P20
gene49482	LINC00266-1
gene49486	LOC105379484
gene49487	LOC102723996
gene49488	LOC105372832
gene49490	LOC107987292
gene49489	CH507-9B2.8
gene49492	LOC101928576
gene49491	GATD3B
gene49493	LOC102724159
gene49494	LOC102724200
gene49495	LINC01670
gene49496	LOC105379488
gene49497	LOC105379489
gene49498	LOC102724219
gene49499	LOC107987309
gene49500	LOC107987307
gene49501	LOC102724334
gene49502	LOC105379490
gene49504	LOC102724370
gene49503	LINC01669
gene49505	CH507-42P11.6
gene49506	LOC107985506
gene49507	SIK1B
gene49508	LOC107987288
gene49509	LOC107987289
gene49511	LOC105379491
gene49514	LOC102724525
gene49513	CH507-145C22.1
gene49515	LOC107987290
gene49516	CBSL
gene49517	U2AF1L5
gene49518	LOC107985501
gene49519	LOC106780825
gene49520	CRYAA2
gene49521	LOC102724677
gene49510	LOC102724701
gene49522	LOC105379497
gene49523	LOC102724726
MIR8069-1	MIR8069-1
gene49525	MIR8069-1
gene49526	LOC100289085
gene49524	LOC110091777
gene49527	LOC100289185
gene49528	LOC101059907
gene49530	LOC102724822
gene49529	LOC105379499
gene49531	LOC105379501
gene49512	LOC102724843
gene49532	LOC107987305
gene49533	LOC105379502
gene49534	LOC105379503
gene49535	LOC102724951
gene49536	LOC107987308
gene49537	LOC107987306
gene49538	LOC102723360
gene49540	LOC102723451
gene49539	SMIM11B
gene49541	LOC105379504
gene49542	KCNE1B
gene49543	LOC105379505
MIR6724-1	MIR6724-1
gene49544	MIR6724-1
MIR3648-1	MIR3648-1
gene49546	MIR3648-1
MIR3687-1	MIR3687-1
gene49547	MIR3687-1
gene49548	RNA18SN2
gene49549	RNA5-8SN2
gene49550	RNA28SN2
gene49545	RNA45SN2
gene49551	LOC105379506
gene49552	LOC107987293
gene49553	CDC27P9
MIR6724-2	MIR6724-2
gene49554	MIR6724-2
MIR6724-3	MIR6724-3
gene49558	MIR6724-3
gene49560	RNA18SN3
gene49561	RNA5-8SN3
gene49562	RNA28SN3
gene49559	RNA45SN3
gene49563	LOC112268284
gene49564	LOC105379508
gene49565	CDC27P10
MIR6724-4	MIR6724-4
gene49566	MIR6724-4
gene49568	RNA18SN1
gene49569	RNA5-8SN1
gene49570	RNA28SN1
gene49567	RNA45SN1
gene49571	LOC105379507
gene49572	LOC107987294
gene49573	CDC27P11
gene49574	LINC01666
gene49576	LOC107985475
gene49580	ANKRD20A16P
MIR3648-2	MIR3648-2
gene49581	MIR3648-2
MIR3687-2	MIR3687-2
gene49582	MIR3687-2
gene49583	LOC105372731
gene49584	LOC101927615
gene49587	SNX18P11
gene49585	TEKT4P2
gene49590	SNX18P12
gene49588	LOC101930100
gene49589	LOC101927345
gene49591	LOC105379511
gene49592	LOC102723668
gene49593	LOC105379514
gene49594	LOC105379513
gene49595	LINC01667
gene49597	LOC105372734
gene49598	LOC105372733
gene49599	LOC100420925
gene49600	EIF3FP1
gene49602	BAGE2
gene49603	LOC105378260
gene49604	TPTE
gene49606	SLC25A15P4
gene49608	ANKRD30BP2
gene49612	FGF7P2
MIR3156-3	MIR3156-3
gene49614	MIR3156-3
gene49615	GTF2IP2
gene49617	SNX19P1
gene49619	LINC01674
gene49621	POTED
MIR3118-1	MIR3118-1
gene49623	MIR3118-1
gene49625	CXADRP1
gene49626	LOC107985482
MIR8069-2	MIR8069-2
gene49628	MIR8069-2
gene49627	LOC112268283
gene49629	FEM1AP1
gene49630	TERF1P1
gene49631	FAM207CP
gene49632	LOC654338
gene49634	CNN2P7
gene49635	ZNF114P1
gene49636	CYP4F29P
gene49638	LOC110091776
gene49639	RHOT1P2
gene49640	ANKRD20A11P
gene49643	PPP6R2P1
gene49645	LOC105377134
gene49646	ANKRD20A18P
gene49649	LIPI
gene49650	RBM11
gene49651	ABCC13
gene49652	HSPA13
gene49653	LOC105369304
gene49654	SAMSN1
gene49655	SAMSN1-AS1
gene49656	LOC388813
gene49657	LOC105372738
gene49658	POLR2CP1
gene49660	LINC02246
gene49662	NRIP1
gene49663	LOC107985483
gene49664	LOC105369292
gene49665	LOC101927745
gene49667	LOC105369302
gene49670	USP25
gene49672	LOC112268281
gene49677	SNORD74B
gene49678	LOC112268282
gene49679	MIR99A
MIR99A	MIR99A
gene49680	MIRLET7C
MIRLET7C	MIRLET7C
gene49681	MIR125B2
MIR125B2	MIR125B2
gene49674	MIR99AHG
gene49683	LOC105372740
gene49685	NEK4P1
gene49684	LOC107985511
gene49687	LINC01549
gene49688	TRG-GCC1-5
gene49689	RPL39P40
gene49692	BTF3L4P1
gene49693	BTG3
gene49694	BTG3-AS1
gene49691	CXADR
gene49695	LOC105372741
gene49696	C21orf91-OT1
gene49697	C21orf91
gene49699	CHODL-AS1
gene49701	LOC107987296
gene49698	CHODL
gene49702	TMPRSS15
gene49704	MIR548X
MIR548X	MIR548X
gene49703	MIR548XHG
gene49705	PPIAP22
gene49706	LOC107985490
gene49707	SLC6A6P1
gene49711	LOC100288151
gene49712	C1QBPP1
gene49713	LINC01683
gene49714	LOC105372745
gene49715	LINC02573
gene49718	FDPSP6
gene49719	KRT18P2
gene49721	LINC00320
gene49722	PPIAP1
gene49723	NCAM2
gene49724	LINC00317
gene49725	LINC01425
gene49726	LINC01687
gene49727	LINC00308
gene49729	LOC107985508
gene49731	LOC107985509
gene49732	MAPK6PS2
gene49733	LOC107985494
MIR6130	MIR6130
gene49734	MIR6130
gene49736	MSANTD2P1
gene49738	D21S2088E
gene49739	EEF1A1P1
gene49742	LOC107985512
gene49741	LOC105372747
gene49743	LOC105372749
gene49744	LOC105372750
gene49746	LINC01689
gene49747	LINC01684
gene49749	LOC107985516
gene49748	LINC01692
gene49753	RPL13AP7
gene49754	LINC00158
gene49756	LOC105372753
gene49758	MIR155
MIR155	MIR155
gene49757	MIR155HG
gene49759	LINC00515
gene49760	MRPL39
gene49761	JAM2
gene49764	ATP5PF
gene49766	LLPHP2
gene49765	GABPA
gene49767	LOC105372757
gene49768	LOC105372756
gene49769	APP
gene49772	MARCKSP1
gene49774	LOC105372758
gene49775	LOC107985474
gene49773	CYYR1-AS1
gene49776	CYYR1
gene49777	ADAMTS1
gene49778	LOC105372760
MIR4759	MIR4759
gene49780	MIR4759
gene49779	ADAMTS5
gene49782	LOC112268280
gene49781	LOC112268279
gene49783	GPX1P2
gene49785	LOC105372759
gene49784	LOC102724355
gene49786	EIF4A1P1
gene49787	RPL10P1
gene49788	LOC105372762
gene49790	LINC01673
gene49791	LINC00113
gene49792	LINC00314
gene49793	LINC01697
gene49794	LINC01695
gene49795	LOC102724420
gene49796	LOC105372764
gene49798	LINC00161
gene49797	N6AMT1
gene49799	HSPD1P7
gene49800	THUMPD1P1
gene49801	LTN1
gene49802	LOC105372766
gene49803	RPL23P2
gene49804	RWDD2B
gene49805	USP16
gene49806	CCT8
gene49807	MAP3K7CL
gene49809	LOC105372767
gene49811	GAPDHP14
gene49810	LINC00189
gene49812	LOC105369299
gene49813	BACH1
gene49814	BACH1-IT2
gene49815	LOC107985486
gene49816	LOC105372770
gene49817	BACH1-IT3
gene49819	LOC105372768
gene49820	GRIK1-AS2
gene49821	GRIK1-AS1
gene49818	GRIK1
gene49822	CLDN17
gene49823	LINC00307
gene49824	CLDN8
gene49825	RPL8P2
gene49826	KRTAP24-1
gene49827	KRTAP25-1
gene49828	KRTAP26-1
gene49829	KRTAP27-1
gene49830	KRTAP23-1
gene49832	KRTAP13-2
MIR4327	MIR4327
gene49833	MIR4327
gene49835	KRTAP13-1
gene49836	KRTAP13-3
gene49837	KRTAP13-4
gene49838	KRTAP13-5P
gene49839	KRTAP15-1
gene49834	LOC105372772
gene49840	KRTAP19-1
gene49841	KRTAP19-2
gene49842	KRTAP19-3
gene49843	KRTAP19-4
gene49844	KRTAP19-5
gene49848	KRTAP19-6
gene49849	KRTAP19-7
gene49850	KRTAP22-2
gene49851	KRTAP6-3
gene49852	KRTAP6-2
gene49853	KRTAP22-1
gene49854	KRTAP6-1
gene49855	KRTAP20-1
gene49856	KRTAP20-4
gene49857	KRTAP20-2
gene49858	KRTAP20-3
gene49860	KRTAP21-3
gene49859	LOC105372773
gene49862	KRTAP21-2
gene49863	KRTAP21-1
gene49866	KRTAP8-1
gene49867	KRTAP7-1
gene49868	KRTAP11-1
gene49869	LOC105372776
gene49870	LOC105372775
gene49871	LOC105372774
gene49872	KRTAP19-8
gene49873	UBE3AP2
gene49875	LOC107985487
gene49876	LOC105372777
gene49874	TIAM1
gene49878	LOC150051
gene49879	LOC107985488
gene49881	LOC102724449
gene49882	SOD1
gene49884	HMGN1P2
gene49883	SCAF4
gene49886	HUNK
gene49887	LINC00159
gene49888	MIS18A
gene49890	LOC105372779
gene49889	MRAP
gene49892	SNORA80A
gene49891	URB1
gene49893	URB1-AS1
gene49895	LOC101928078
gene49894	EVA1C
gene49899	TCP10L
gene49900	LOC105372782
gene49898	C21orf59-TCP10L
gene49901	CFAP298
gene49903	SYNJ1
gene49904	PAXBP1-AS1
gene49905	PAXBP1
gene49906	C21orf62-AS1
gene49907	C21orf62
gene49908	LOC105377136
gene49909	LINC01690
gene49910	OLIG2
gene49911	LOC107985505
gene49912	LOC105372785
gene49913	LINC00945
gene49914	OLIG1
gene49915	LOC101928107
gene49916	LINC01548
gene49917	LOC105372787
gene49918	IFNAR2
gene49919	IL10RB-AS1
gene49920	IL10RB
gene49921	IFNAR1
gene49923	IFNGR2
gene49924	TMEM50B
gene49925	RPS5P3
gene49926	DNAJC28
gene49927	GART
gene49930	MIR6501
MIR6501	MIR6501
gene49931	LOC107985481
gene49929	SON
gene49932	DONSON
gene49933	CRYZL1
gene49934	ITSN1
gene49935	ATP5PO
gene49937	LINC00649
gene49938	LOC101928126
gene49940	LOC105372789
gene49939	LOC105372790
gene49942	SLC5A3
gene49943	RPS5P2
gene49941	MRPS6
gene49944	LINC00310
gene49946	KCNE2
gene49945	LOC105372791
gene49948	C21orf140
gene49947	SMIM11A
gene49950	SMIM34A
gene49949	LOC105372793
gene49951	KCNE1
gene49952	RCAN1
gene49953	CLIC6
gene49954	LINC00160
gene49955	LOC107985515
gene49956	LINC01426
gene49958	LOC102724584
gene49959	LOC112267915
gene49960	RUNX1-IT1
gene49957	RUNX1
gene49961	LOC100506403
gene49963	EZH2P1
MIR802	MIR802
gene49964	MIR802
gene49966	PPP1R2P2
gene49968	LOC101928269
gene49969	LINC01436
gene49970	RPL23AP3
gene49972	RIMKLBP1
gene49971	SETD4
gene49973	LOC105369295
gene49976	CBR1
gene49977	LOC105369306
gene49975	LOC100133286
gene49978	MEMO1P1
gene49980	RPS9P1
gene49981	CBR3
gene49979	CBR3-AS1
gene49983	RPL3P1
gene49982	DOPEY2
gene49984	SRSF9P1
gene49986	MORC3
gene49987	CHAF1B
gene49991	PSMD4P1
gene49989	LOC105369301
gene49990	CLDN14
gene49992	LOC105369308
gene49994	LOC107985492
gene49993	SIM2
gene49996	LOC105369305
gene49995	HLCS
gene49999	MRPL20P1
gene50000	RIPPLY3
gene50002	LOC105372795
gene50003	PIGP
gene50005	TTC3-AS1
gene50004	TTC3
gene50006	DSCR9
gene50008	VPS26C
gene50010	LOC105372797
gene50009	DYRK1A
gene50011	LOC105372798
gene50013	LOC107985507
gene50014	KCNJ6-AS1
gene50015	LOC101928368
gene50012	KCNJ6
gene50016	DSCR4
gene50017	DSCR8
gene50019	DSCR10
gene50021	SPATA20P1
gene50022	LOC105372801
gene50020	KCNJ15
gene50023	LINC01423
gene50024	LOC107985513
gene50026	SNRPGP13
gene50027	LOC105372802
gene50025	ERG
gene50028	LINC00114
gene50029	LOC107985480
gene50030	ETS2
gene50031	LOC101928398
gene50032	LOC400867
gene50034	LINC01700
gene50036	LOC105372803
gene50035	LOC102724740
gene50037	LOC107985484
gene50039	PCBP2P1
gene50040	PSMG1
gene50043	METTL21AP1
gene50044	BRWD1-AS2
gene50041	BRWD1
gene50045	BRWD1-AS1
gene50046	HMGN1
gene50047	LOC105372804
gene50050	WRB
gene50051	LCA5L
gene50053	MIR6508
MIR6508	MIR6508
gene50054	MYL6P2
gene50055	RPS26P4
gene50052	SH3BGR
gene50049	WRB-SH3BGR
gene50056	LOC729056
gene50057	B3GALT5-AS1
gene50058	B3GALT5
gene50060	LOC107985499
gene50061	LOC107985500
gene50059	IGSF5
gene50062	PCP4
gene50064	MIR4760
MIR4760	MIR4760
gene50065	DSCAM-AS1
gene50066	LOC105369294
gene50067	DSCAM-IT1
gene50063	DSCAM
gene50069	LINC00323
gene50070	LOC107985495
MIR3197	MIR3197
gene50071	MIR3197
gene50073	PLAC4
gene50072	BACE2
gene50074	FAM3B
gene50075	MX2
gene50076	MX1
gene50077	TMPRSS2
gene50079	LOC105372808
gene50078	LOC105372809
gene50080	LOC105372812
gene50081	LOC107985478
gene50082	LOC105372813
gene50083	LINC00111
gene50084	LINC00479
gene50085	LINC00112
gene50087	MIR6814
MIR6814	MIR6814
gene50086	RIPK4
gene50088	LOC102724800
gene50089	PRDM15
gene50091	SNORA91
gene50090	C2CD2
gene50092	ZBTB21
gene50093	ZNF295-AS1
gene50094	LOC107985502
gene50096	UMODL1-AS1
gene50095	UMODL1
gene50098	LOC105372814
gene50097	ABCG1
gene50100	TFF3
gene50101	TFF2
gene50102	LOC105372815
gene50103	TFF1
gene50104	TMPRSS3
gene50105	UBASH3A
gene50107	RSPH1
gene50108	LOC101930094
gene50110	LOC107987299
gene50111	LOC101928212
gene50109	SLC37A1
gene50112	LINC01671
gene50113	LOC101928255
gene50115	LOC105372816
gene50116	LOC101928284
gene50114	PDE9A
gene50117	LOC107985504
gene50118	LINC01668
gene50119	LOC107985479
gene50121	LOC105372817
gene50120	WDR4
gene50122	NDUFV3
gene50123	ERVH48-1
MIR5692B	MIR5692B
gene50124	MIR5692B
gene50125	PKNOX1
gene50126	CBS
gene50127	U2AF1
gene50129	MRPL51P2
gene50130	FRGCA
gene50128	LOC101928369
gene50131	LOC107987300
gene50132	CRYAA
gene50133	LOC105372821
gene50134	LINC00322
gene50135	LINC01679
gene50136	LOC105377137
gene50137	LOC107987301
gene50138	SIK1
gene50139	LOC107987302
gene50140	LINC00319
gene50143	LOC102723380
gene50142	LINC00313
gene50144	RPL31P1
gene50145	H2BFS
MIR6070	MIR6070
gene50146	MIR6070
gene50141	HSF2BP
gene50147	RRP1B
gene50149	LOC105372824
gene50148	PDXK
gene50150	CSTB
gene50151	LOC105372825
gene50153	RRP1
gene50154	AATBC
gene50155	MYL6P1
gene50158	LOC105372826
gene50156	AGPAT3
gene50159	LOC105372829
gene50162	H2AFZP1
gene50161	TRAPPC10
gene50163	PWP2
gene50164	GATD3A
gene50165	LINC01678
gene50166	LOC105377139
gene50167	LOC107983952
gene50168	LOC102725065
gene50169	ICOSLG
gene50171	LOC105372833
gene50170	DNMT3L
gene50172	AIRE
gene50173	PFKL
gene50174	C21orf2
gene50176	TRPM2-AS
gene50175	TRPM2
gene50177	LRRC3-AS1
gene50178	LRRC3
gene50183	TSPEAR-AS1
gene50184	TSPEAR-AS2
gene50185	KRTAP10-1
gene50186	KRTAP10-2
gene50187	KRTAP10-3
gene50188	KRTAP10-4
gene50189	KRTAP10-5
gene50190	KRTAP10-6
gene50191	KRTAP10-7
gene50192	KRTAP10-8
gene50193	KRTAP10-9
gene50194	KRTAP10-10
gene50195	KRTAP10-11
gene50196	KRTAP12-4
gene50197	KRTAP12-3
gene50198	KRTAP12-2
gene50199	IMMTP1
gene50200	KRTAP12-1
gene50201	KRTAP10-12
gene50182	TSPEAR
gene50203	UBE2G2
gene50204	LINC01424
gene50205	SUMO3
gene50206	PTTG1IP
gene50208	LOC107987303
gene50207	ITGB2
gene50209	ITGB2-AS1
gene50211	LOC112268278
gene50210	LINC01547
gene50213	LOC107985497
gene50212	FAM207A
gene50214	LINC00163
gene50215	PICSAR
gene50217	SSR4P1
gene50216	LOC105372836
gene50219	LOC105372835
gene50218	ADARB1
gene50220	LINC00334
gene50221	POFUT2
gene50223	LOC107985476
gene50222	LOC642852
gene50224	LOC105372838
gene50225	LINC00316
